sn,experiment,a11,a12,a13,a21,a22,a23,a31,a32,a33,a41,a42,a43,r11,r12,r13,r21,r22,r23,r31,r32,r33,r41,r42,r43,drecall11,drecall12,drecall13,drecall21,drecall22,drecall23,drecall31,drecall32,drecall33,drecall41,drecall42,drecall43,drecallDblExp11,drecallDblExp12,drecallDblExp13,drecallDblExp21,drecallDblExp22,drecallDblExp23,drecallDblExp31,drecallDblExp32,drecallDblExp33,drecallDblExp41,drecallDblExp42,drecallDblExp43,drecog11,drecog12,drecog13,drecog21,drecog22,drecog23,drecog31,drecog32,drecog33,drecog41,drecog42,drecog43,oriented_RED,unoriented_BLACK,delRec_Oriented,delRec_unoriented,delRec_unoriented_noCntrl
1101,1,1,0.88,0.78,0.78,0.95,0.79,0.79,0.93,0.95,0.86,0.81,0.83,505,727,576,639,648,517,678,579,464,517,578,479,0.03,0,0,0,0,0.02,0.05,0,0.03,0,0.06,0.02,0.05,0,0.06,0,0.09,0,0,0,0,0,0,0.06, , , , , , , , , , , , ,0.02,0.016666667, , , 
103,2,0.91,0.94,1,0.88,0.88,0.9,1,0.96,0.9,0.73,0.94,1,825.3809524,782.2666667,704.1333333,820.0666667,753.5333333,580.1666667,872.4,677.0833333,578.2352941,808.625,750.1333333,716.5333333,0,0,0,0,0,0,0,0,0,0,0.02,0,0.043478261,0.0625,0.066666667,0,0,0,0,0,0,0,0,0,0.65,0.5,0.53,0.65,0.59,0.75,0.5,0.64,0.8,0.77,0.5,0.4,0,0.002222222,0.68,0.582222222,0.595
104,2,0.94,0.92,0.91,0.84,1,0.94,0.93,1,0.89,1,1,0.93,599,654.5,745.3,641.8125,694.1666667,638.3125,662.7692308,724.047619,789.875,739.5,646.1111111,667.6153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0.055555556,0.142857143,0,0,0,0.055555556,0,0.78,0.46,0.64,0.53,0.72,0.83,0.71,0.45,0.61,0.73,0.61,0.57,0,0,0.703333333,0.614444444,0.603333333
105,2,0.75,0.74,0.83,0.94,0.8,0.96,0.79,0.77,0.83,0.71,0.8,0.7,624.5,604.1428571,563.2142857,605.0666667,589.4166667,653.1363636,534.8,636.1764706,707.8,683.0666667,664.25,624.3571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0.111111111,0.0625,0,0,0,0.045454545,0,0,0,0,0.81,0.53,0.83,0.81,0.47,0.74,0.63,0.64,0.75,0.62,0.6,0.75,0,0,0.676666667,0.683333333,0.696666667
106,2,0.83,0.8,1,0.77,0.83,0.93,0.93,0.79,0.95,0.71,0.8,0.82,555.2,539.8181818,389.8888889,462.8235294,448.1428571,377.7142857,559.5384615,471.5714286,433.3888889,442.0909091,468.875,384.6428571,0,0.03,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.055555556,0.066666667,0,0,0,0.058823529,0.05,0,0.61,0.53,0.7,0.59,0.72,0.6,0.71,0.63,0.57,0.59,0.75,0.47,0,0.006666667,0.633333333,0.618888889,0.626666667
107,2,1,0.9,0.95,1,0.9,1,0.89,1,1,0.94,0.89,0.95,632.8461538,668.6842105,643.3157895,600.2857143,704.5789474,703.2631579,693.1666667,678.7272727,579.1538462,559.2666667,672.4,662.4736842,0,0.04,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.066666667,0,0.052631579,0.035714286,0.090909091,0,0.0625,0.055555556,0.05,0.38,0.57,0.55,0.67,0.9,0.53,0.54,0.64,0.43,0.69,0.61,0.65,0,0.008888889,0.57,0.605555556,0.583333333
108,2,0.75,0.85,0.86,0.95,0.76,1,0.76,0.89,1,0.71,0.76,0.94,631.8888889,561.5882353,538.5,612.5714286,598,550.0666667,707.0769231,610.875,503.3684211,651.7333333,602,534.6,0,0.02,0.04,0,0,0,0,0.03,0.03,0,0.06,0.03,0,0,0.045454545,0,0,0,0,0,0,0,0,0.125,0.5,0.65,0.73,0.68,0.65,0.73,0.53,0.56,0.74,0.62,0.53,0.5,0.01,0.02,0.63,0.614444444,0.646666667
109,2,0.8,0.68,0.89,0.5,0.68,0.8,0.69,0.7,0.89,0.5,0.57,0.79,488.5454545,558.8461538,536.9411765,610.9,541.3846154,559,604.2727273,527.4285714,529.125,592.0909091,545.25,550.8571429,0.03,0,0.03,0,0,0.03,0,0,0,0.03,0,0.02,0.066666667,0.052631579,0,0,0.105263158,0,0,0,0.055555556,0.045454545,0,0,0.33,0.63,0.58,0.4,0.42,0.53,0.5,0.5,0.56,0.5,0.64,0.47,0.01,0.012222222,0.436666667,0.527777778,0.523333333
110,2,0.84,0.94,0.95,0.94,0.88,1,0.9,0.88,0.9,0.82,0.93,0.95,785.875,698.4375,596,744.0666667,833.4666667,612,786.0555556,746.8571429,799.8888889,687.6153846,711.2857143,714.6,0,0,0,0,0,0,0.02,0,0,0.07,0,0.03,0,0,0,0,0,0.095238095,0,0,0,0,0,0.047619048,0.58,0.65,0.63,0.5,0.71,0.71,0.55,0.33,0.5,0.59,0.47,0.62,0,0.013333333,0.596666667,0.561111111,0.561666667
111,2,0.9,0.95,1,1,1,0.95,0.72,0.94,1,1,0.93,1,814,899.6666667,801.2857143,806,793.1428571,763.8095238,851.2307692,903.7647059,654.0588235,840.5,903.1538462,737.9,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.071428571,0,0.045454545,0.045454545,0,0.055555556,0.058823529,0,0,0,0.55,0.79,0.57,0.67,0.59,0.73,0.56,0.78,0.59,0.8,0.71,0.7,0,0.01,0.576666667,0.701111111,0.683333333
113,2,0.77,0.84,0.64,0.78,0.63,0.58,0.75,0.64,0.8,0.73,0.5,0.67,435.3333333,431.9375,407,419.0769231,455.9333333,437.2857143,463.6,504,419.6666667,487.5,464.6666667,423.5833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0.055555556,0.31,0.37,0.5,0.33,0.46,0.42,0.45,0.43,0.65,0.5,0.36,0.28,0,0,0.473333333,0.404444444,0.416666667
114,2,0.88,0.79,0.94,0.87,0.88,0.91,0.74,0.71,0.94,0.88,0.76,0.92,553.9047619,607.0909091,499.875,569.8461538,591.8571429,502.1904762,573.5714286,505,482.7647059,577.2142857,618.3684211,472.1818182,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.25,0,0.052631579,0.058823529,0,0,0,0,0.71,0.5,0.47,0.67,0.81,0.61,0.89,0.53,0.67,0.69,0.8,0.75,0.01,0,0.73,0.656666667,0.611666667
115,2,0.57,0.58,0.57,0.65,0.64,0.64,0.74,0.38,0.86,0.71,0.8,0.71,765.125,863.6363636,886.4166667,817.9090909,828.1111111,827.2142857,930.9285714,992.625,670.5833333,949.6666667,831.6875,841.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0.047619048,0,0,0,0,0.5,0.63,0.24,0.53,0.36,0.41,0.47,0.57,0.5,0.29,0.4,0.21,0,0,0.453333333,0.416666667,0.475
116,2,0.95,0.93,0.89,1,0.7,0.93,1,0.88,0.95,0.81,1,0.95,569.3,599,576.125,580.8947368,638,570.1428571,616.875,619.8,517.0526316,515.7692308,608.4,597,0.04,0,0.02,0,0,0,0,0.02,0,0,0,0,0.047619048,0.071428571,0,0,0.05,0,0,0.058823529,0.047619048,0.0625,0,0.052631579,0.67,0.57,0.67,0.68,0.7,0.53,0.69,0.88,0.71,0.63,0.9,0.89,0.013333333,0.004444444,0.693333333,0.715555556,0.67
117,2,0.71,0.84,0.86,0.72,0.79,0.88,0.89,0.95,0.94,0.86,0.67,1,590,534.75,537.6111111,607.6923077,492.4666667,555.6428571,620.75,574.0555556,522.2941176,622.3333333,579.5,553.9444444,0,0,0.04,0,0,0,0,0,0,0,0,0,0.071428571,0.105263158,0.047619048,0.055555556,0,0.0625,0.111111111,0,0,0.095238095,0,0,0.64,0.68,0.76,0.56,0.63,0.38,0.5,0.79,0.56,0.52,0.53,0.56,0,0.004444444,0.61,0.586666667,0.611666667
118,2,0.8,0.53,0.95,0.89,0.8,0.9,0.44,0.79,0.96,0.68,0.47,0.93,832.3333333,841.1111111,595.8095238,956.2941176,789.65,601.2222222,861.1428571,972.2727273,554.2083333,855.2,1120.25,650.6153846,0,0,0.03,0,0,0,0,0,0,0,0.02,0,0,0,0,0.052631579,0,0,0,0.071428571,0,0.090909091,0,0,0.47,0.47,0.55,0.47,0.64,0.7,0.5,0.43,0.48,0.23,0.59,0.64,0,0.005555556,0.53,0.508888889,0.52
119,2,1,0.94,0.94,0.89,1,0.95,0.95,1,0.87,0.94,0.89,0.95,720.8235294,693.2352941,709.1764706,767.75,639.0588235,688.6111111,772.2777778,733.9473684,617.6923077,726.3529412,641.5625,695.9473684,0,0,0,0,0,0.03,0.03,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0.055555556,0,0.88,0.78,0.78,0.72,0.76,0.84,0.79,0.68,0.8,0.61,0.78,0.6,0.01,0.01,0.813333333,0.731111111,0.765
120,2,1,1,1,0.94,1,1,1,0.9,0.92,0.94,0.96,1,686.7222222,682.4444444,577.625,782.2941176,709.5789474,616.0588235,709.7894737,783.6666667,628.3913043,687.375,748.6818182,647.0714286,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.0625,0,0,0,0.052631579,0,0,0,0,0,0.39,0.47,0.69,0.5,0.35,0.35,0.58,0.8,0.6,0.59,0.74,0.43,0,0.003333333,0.446666667,0.572222222,0.565
121,2,0.86,0.95,0.93,0.82,0.77,0.89,0.93,0.85,0.84,0.8,0.89,0.9,693.8888889,701.4444444,612.6923077,685.0555556,710.9,716.7058824,770.3571429,667.8823529,671.4375,744,689.8235294,681.4444444,0,0.02,0,0,0.03,0,0,0.03,0,0.03,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0.052631579,0,0.52,0.53,0.79,0.45,0.38,0.32,0.33,0.5,0.47,0.67,0.47,0.35,0.01,0.008888889,0.456666667,0.49,0.486666667
122,2,0.94,0.74,0.67,0.72,0.65,0.81,0.89,0.72,0.56,0.95,0.83,0.88,413,623.7142857,516.5,497.9230769,532.8181818,490.8823529,535.6875,597.3076923,634.1111111,450.6666667,568.6666667,513,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.78,0.74,0.61,0.56,0.82,0.71,0.72,0.72,0.44,0.74,0.33,0.56,0,0.006666667,0.68,0.632222222,0.676666667
123,2,0.74,0.94,0.88,0.67,0.8,0.93,0.64,0.88,0.94,0.87,0.73,1,684.4285714,695.0625,586.2666667,744.2,687.3,613.1428571,765.2857143,676.2857143,607.125,729.2307692,630.5454545,644.0869565,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0.04,0.066666667,0,0.0625,0,0,0,0,0.74,0.41,0.35,0.4,0.68,0.6,0.5,0.5,0.53,0.53,0.6,0.48,0,0.003333333,0.65,0.485555556,0.46
124,2,0.94,1,1,0.95,1,0.94,1,1,1,1,1,1,883.375,896.125,785.6,870.95,957,804.6470588,921.8823529,816,704.0666667,878.2,981.65,906.2222222,0,0,0,0,0.03,0,0,0,0.02,0,0,0,0,0,0.047619048,0.045454545,0,0,0,0,0,0,0.2,0,0.76,0.81,0.81,0.82,0.8,0.67,0.88,0.86,0.87,0.73,0.7,0.83,0.016666667,0,0.81,0.79,0.808333333
125,2,0.93,0.95,0.83,0.94,0.89,0.89,0.74,0.81,0.95,0.86,0.93,0.95,805.1538462,790.3809524,658.1428571,755.25,698.1176471,701.0625,803,741.2307692,730.3888889,774.2222222,723.6153846,736.3888889,0.07,0,0.04,0.03,0,0,0.05,0,0.03,0.03,0,0.05,0,0,0,0,0.157894737,0.055555556,0,0,0.157894737,0.095238095,0.142857143,0.105263158,0.5,0.27,0.44,0.41,0.37,0.39,0.63,0.44,0.58,0.62,0.57,0.26,0.033333333,0.022222222,0.483333333,0.447777778,0.43
126,2,0.94,0.78,0.9,0.67,0.86,1,0.91,0.87,0.94,0.89,0.89,1,699.6875,782.4285714,642.1666667,583.8,649.5789474,605.4117647,737.5263158,582.6153846,555.875,728.875,718.9411765,527.0625,0,0,0,0.02,0,0.02,0,0.02,0.02,0,0.03,0,0,0,0.05,0.066666667,0,0.117647059,0.045454545,0,0,0.055555556,0.105263158,0,0.53,0.61,0.65,0.6,0.41,0.65,0.82,0.8,0.88,0.67,0.47,0.69,0.006666667,0.01,0.606666667,0.662222222,0.688333333
127,2,0.94,0.88,0.9,0.95,0.92,0.86,0.94,0.95,1,0.94,0.95,1,735.1875,796.8666667,732.3333333,687.2631579,687.1666667,720.7777778,710.6875,747,763.6,709.9375,710.45,698.625,0,0,0,0,0.02,0,0.03,0.07,0,0,0,0,0.117647059,0,0,0,0,0,0.055555556,0.142857143,0,0.058823529,0.047619048,0,0.65,0.71,0.55,0.6,0.62,0.62,0.78,0.62,0.73,0.71,0.71,0.44,0.006666667,0.011111111,0.666666667,0.637777778,0.646666667
128,2,0.75,0.93,0.63,0.94,0.78,0.95,0.61,0.85,0.94,1,0.75,0.89,703.8666667,665.8333333,681.6666667,667,673.5,591.7647059,615.3636364,703.2352941,634.2857143,880.4705882,782.4666667,652.4375,0,0,0.04,0,0,0,0,0.06,0.03,0.03,0,0,0,0,0.105263158,0,0.055555556,0,0,0,0,0,0.05,0,0.5,0.71,0.79,0.59,0.72,0.68,0.72,0.5,0.38,0.59,0.45,0.39,0.01,0.014444444,0.533333333,0.602222222,0.665
129,2,0.85,0.71,0.95,0.92,0.76,0.81,0.64,0.74,0.86,0.77,0.65,0.92,540.5,608.4,536.9444444,541.0909091,463.125,444.6875,529.4444444,558,463.6111111,537.95,565,443,0,0,0,0,0,0,0.02,0,0,0,0,0,0.05,0,0.052631579,0.083333333,0,0,0,0,0,0.038461538,0,0,0.45,0.21,0.58,0.58,0.48,0.48,0.43,0.53,0.52,0.65,0.29,0.5,0,0.002222222,0.483333333,0.472222222,0.468333333
130,2,0.81,0.94,0.78,0.86,0.69,0.9,0.83,0.91,1,0.76,0.76,1,855.4117647,829.25,763.6428571,864.6111111,733.2222222,738.0555556,837.5,802.95,622.6315789,983.4615385,896.25,697.5333333,0,0.02,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0.052631579,0.058823529,0.047619048,0.133333333,0.48,0.59,0.5,0.67,0.69,0.6,0.58,0.55,0.32,0.53,0.76,0.6,0,0.002222222,0.496666667,0.597777778,0.581666667
131,2,1,0.89,1,1,0.88,0.89,1,1,1,0.89,1,0.95,630.55,663.625,591.7647059,670.85,764.9285714,693.3125,730.3571429,637.0952381,630.2631579,623.625,668,681.5555556,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.055555556,0.071428571,0.047619048,0,0,0,0,0.6,0.44,0.59,0.65,0.75,0.56,0.57,0.67,0.58,0.44,0.69,0.74,0,0.004444444,0.643333333,0.594444444,0.58
132,2,0.79,0.83,0.83,0.77,0.83,0.89,0.79,0.75,0.88,0.93,0.82,1,559.6363636,532.2,451.5789474,553.6470588,551.2,473.2352941,579.1333333,575.6666667,431.3571429,516.6428571,589.7777778,466.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0.043478261,0,0,0,0,0,0,0.066666667,0,0.0625,0.64,0.56,0.61,0.55,0.42,0.53,0.37,0.4,0.56,0.67,0.45,0.38,0,0,0.54,0.502222222,0.503333333
133,2,0.67,0.91,0.9,0.67,0.95,0.94,0.72,0.92,0.78,0.55,0.83,1,890.5,1071.5,882.2631579,1202.1,1045.2,881.875,1032.944444,965.0909091,813.0714286,1015.454545,966.3333333,732.8666667,0,0,0,0,0.03,0,0,0,0.02,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0.05,0.055555556,0.066666667,0.33,0.45,0.38,0.73,0.62,0.53,0.44,0.58,0.39,0.55,0.78,0.47,0.016666667,0,0.446666667,0.545555556,0.518333333
134,2,0.79,0.76,1,0.69,1,0.94,0.84,0.83,0.94,0.83,1,0.95,754.3636364,592.4,582.2631579,717.7272727,628.5238095,594.5294118,724.75,623.3333333,507.9285714,766.1666667,741.6363636,519.6666667,0,0.12,0.06,0,0,0.02,0,0,0.03,0.05,0.03,0,0,0,0.052631579,0,0.047619048,0.166666667,0,0.166666667,0.0625,0,0,0.05,0.57,0.76,0.63,0.5,0.43,0.67,0.58,0.67,0.69,0.52,1,0.7,0.01,0.031111111,0.563333333,0.67,0.635
135,2,0.85,0.87,0.79,0.81,0.88,0.91,1,0.9,1,1,0.86,0.93,640.6470588,742.5384615,612.8,609,620.4285714,583.3684211,638.5882353,613.6315789,563.1875,667.8947368,661.1666667,574.4615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0.65,0.47,0.42,0.63,0.31,0.55,0.82,0.62,0.88,0.63,0.71,0.64,0,0,0.613333333,0.61,0.585
136,2,0.95,0.65,0.73,0.88,0.95,0.94,0.8,0.77,0.92,0.95,0.93,1,610.6111111,582.1176471,588.25,536.9285714,621.7894737,604.4375,618.6666667,681.5,530.3478261,606.3809524,561.0769231,574.3333333,0,0,0,0,0,0.03,0.04,0,0,0.03,0.02,0,0,0,0,0.0625,0.1,0.058823529,0.066666667,0,0.04,0.090909091,0,0,0.68,0.69,0.73,0.69,0.6,0.76,0.6,0.46,0.64,0.64,0.71,0.67,0,0.013333333,0.64,0.661111111,0.655
137,2,1,0.94,0.9,0.9,1,1,0.86,0.82,0.94,0.88,0.96,1,608,694.0625,554.8888889,620.1111111,643.4166667,499.2727273,582.0555556,623.8571429,542.9333333,645.8571429,615.75,545.9230769,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.166666667,0.086956522,0.047619048,0,0.0625,0,0.038461538,0,0.67,0.65,0.8,0.55,0.58,0.65,0.76,0.65,0.81,0.75,0.62,0.85,0,0.003333333,0.686666667,0.697777778,0.676666667
138,2,0.83,0.88,0.86,0.95,0.89,0.8,0.88,0.79,0.96,0.91,0.78,1,473.25,567.6,511.1666667,507.2631579,521.5294118,471.0833333,499.4285714,571.0909091,467.4090909,504.2,531.4444444,475.6842105,0.03,0,0.02,0,0.02,0,0,0.02,0,0.03,0,0,0.083333333,0,0.071428571,0.047619048,0.105263158,0.066666667,0,0,0.043478261,0,0,0,0.67,0.65,0.71,0.86,0.68,0.53,0.75,0.36,0.83,0.64,0.65,0.53,0.016666667,0.007777778,0.726666667,0.631111111,0.643333333
139,2,1,0.85,0.86,0.88,0.85,0.85,0.68,0.79,0.95,0.83,0.92,0.94,725.3846154,710.4090909,570.3333333,728.3571429,752.7647059,698.1176471,703.5384615,678.4545455,545.2631579,660.7,749,589.3529412,0.04,0,0.02,0.05,0.03,0,0.04,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.071428571,0,0.041666667,0,0,0.69,0.69,0.64,0.75,0.65,0.65,0.53,0.57,0.6,0.67,0.75,0.56,0.023333333,0.012222222,0.646666667,0.645555556,0.638333333
140,2,0.6,0.83,0.88,0.71,0.83,1,0.81,0.85,0.86,0.65,0.65,1,665.3333333,698.8421053,699.9285714,625.1666667,651.8666667,496.1666667,644.1176471,722.4545455,521.6111111,589.1538462,703.5454545,507.7647059,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0.047619048,0,0,0,0,0,0.73,0.61,0.44,0.59,0.61,0.56,0.71,0.69,0.52,0.4,0.47,0.35,0,0,0.62,0.535555556,0.6
163,2,0.92,0.94,0.95,0.74,0.81,0.89,0.89,0.86,0.94,0.74,0.88,0.93,705,743.2352941,707.0952381,703.7857143,930.5384615,836.5882353,804.5,856.0526316,663.5333333,691.3529412,818.0714286,677.1428571,0,0,0,0.03,0.03,0,0,0,0,0.03,0.03,0.06,0,0.055555556,0.045454545,0,0,0.052631579,0,0.045454545,0,0.086956522,0,0,0.67,0.61,0.36,0.37,0.56,0.47,0.5,0.59,0.31,0.57,0.5,0.33,0.01,0.016666667,0.513333333,0.477777778,0.483333333
164,2,1,1,1,1,1,1,0.95,0.89,0.93,0.95,0.95,1,565.3333333,621.1818182,580,594.125,815.5263158,627.1578947,553.8333333,581.4375,613.1538462,710.5789474,714.2857143,605.5714286,0,0,0,0,0,0,0,0,0,0,0,0.02,0.055555556,0,0,0,0,0,0,0,0,0.1,0,0,0.5,0.45,0.68,0.81,0.74,0.58,0.47,0.58,0.5,0.75,0.64,0.71,0,0.002222222,0.58,0.63,0.595
165,2,1,1,1,0.84,0.89,0.94,0.9,0.94,1,0.88,0.95,0.94,684.375,612.3529412,644.7619048,612.9333333,646.9411765,506.2857143,566.9444444,638.0666667,472.9375,683.6666667,600.3888889,560.4375,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.105263158,0.052631579,0.0625,0.05,0.058823529,0,0.058823529,0,0,0.56,0.71,0.67,0.58,0.63,0.63,0.7,0.59,0.76,0.41,0.65,0.59,0,0.003333333,0.65,0.614444444,0.646666667
166,2,0.86,0.96,0.82,0.88,0.94,1,0.96,0.92,1,0.78,0.85,0.93,638.4166667,628.2857143,548.6428571,655.6428571,640.7333333,533.9130435,640.4347826,624.5,425.875,634.1428571,586.5882353,514.6428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0.133333333,0.64,0.61,0.53,0.63,0.56,0.43,0.5,0.54,0.65,0.56,0.6,0.6,0,0,0.616666667,0.555555556,0.54
167,2,0.75,0.71,0.7,0.6,0.94,0.85,0.73,0.75,0.86,0.67,0.74,0.82,522,608.6,559.25,681.3571429,539.5333333,551.4,605.4545455,617.125,517.2727273,555.8,584.5714286,590.4117647,0,0,0,0,0.04,0,0.02,0,0.03,0,0,0,0,0,0.043478261,0,0.0625,0,0,0,0.071428571,0.066666667,0,0.090909091,0.63,0.5,0.52,0.44,0.56,0.54,0.27,0.5,0.43,0.6,0.53,0.32,0.023333333,0.002222222,0.54,0.468888889,0.461666667
168,2,0.9,0.75,0.79,0.74,0.75,0.89,0.83,0.61,0.83,0.86,0.84,0.82,747.5,837.9333333,682.9,640.6428571,675.6666667,664.1875,673.7142857,772.0909091,650.4,809.5833333,657.4,569.6111111,0,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0.055555556,0,0,0.090909091,0.45,0.45,0.57,0.63,0.5,0.39,0.56,0.56,0.56,0.43,0.58,0.64,0.01,0.003333333,0.503333333,0.534444444,0.526666667
169,2,0.88,0.82,0.89,0.85,0.84,0.9,0.76,0.78,0.82,0.86,0.83,0.9,549.8666667,553.5,446.8235294,561.3636364,547,462.7777778,558.375,533.5,436.875,580.1052632,538.4,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.59,0.58,0.77,0.58,0.62,0.57,0.52,0.64,0.64,0.67,0.48,0,0,0.563333333,0.604444444,0.608333333
170,2,1,0.85,0.86,0.86,0.81,0.71,0.89,0.83,0.94,0.85,0.79,0.93,537,582.4705882,565.4444444,487.6111111,547.1538462,460.8333333,544.9375,643.4666667,481,534.5294118,578,512.8571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0.38,0.7,0.52,0.57,0.75,0.47,0.67,0.5,0.67,0.65,0.68,0.33,0,0,0.6,0.565555556,0.571666667
171,2,0.95,1,0.87,0.75,0.8,1,0.72,0.96,1,0.94,0.81,0.95,734.0555556,723.25,496.95,726.2,687.3125,541.2142857,857.2307692,680.5454545,589.6923077,726.7333333,642.1538462,599.15,0,0,0,0,0,0,0,0,0,0,0.05,0,0.052631579,0,0.130434783,0,0,0,0,0.043478261,0,0,0,0,0.95,0.5,0.78,0.75,0.55,0.79,0.61,0.61,0.62,0.56,0.81,0.64,0,0.005555556,0.706666667,0.672222222,0.673333333
172,2,1,0.95,0.9,0.72,0.93,0.92,0.94,0.88,0.9,0.86,0.76,1,521.7142857,519.6842105,532.5789474,557.6666667,525.7142857,485.5,543.75,519.2142857,492.5263158,467.5833333,586,491.2777778,0,0.02,0,0,0.02,0,0,0.05,0.03,0,0.03,0,0,0.1,0.095238095,0,0,0,0.055555556,0.125,0,0.071428571,0.047619048,0.055555556,0.43,0.7,0.33,0.64,0.53,0.77,0.61,0.5,0.62,0.43,0.57,0.67,0.016666667,0.011111111,0.526666667,0.58,0.591666667
173,2,0.68,0.73,0.92,0.64,0.74,0.72,0.6,0.83,1,0.74,0.67,0.89,831.5384615,718.5,701.1666667,839.3333333,786.6470588,656.5384615,960.8333333,660.5,648.8181818,847.9285714,763.3,745.4117647,0,0,0,0,0,0,0,0.03,0,0.03,0,0,0,0.045454545,0,0,0,0,0.05,0,0,0.105263158,0.066666667,0,0.79,0.36,0.62,0.5,0.35,0.67,0.75,0.58,0.45,0.53,0.53,0.53,0,0.006666667,0.53,0.563333333,0.58
174,2,0.83,0.89,0.87,0.71,0.82,0.91,0.77,0.64,0.95,0.75,0.75,0.94,751.6842105,825.3125,629.9230769,791,724.6428571,603.0526316,846.4117647,727,600.7777778,761.4444444,812.3333333,567.2,0,0,0,0,0,0,0.04,0,0,0,0,0,0.043478261,0,0,0,0,0,0,0,0.052631579,0,0,0,0.48,0.44,0.47,0.64,0.53,0.64,0.5,0.71,0.58,0.67,0.67,0.63,0,0.004444444,0.53,0.596666667,0.566666667
175,2,0.93,0.79,0.95,0.71,1,0.85,0.89,0.87,0.95,0.68,1,0.88,828.8461538,990.9333333,801.25,935.2666667,813.1904762,885.3636364,790,806.3846154,732.5,885.6153846,882.8333333,674.7142857,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0.105263158,0.047619048,0,0.142857143,0,0.055555556,0,0,0,0.055555556,0,0.36,0.42,0.43,0.48,0.71,0.46,0.56,0.47,0.52,0.42,0.44,0.38,0.013333333,0,0.53,0.451111111,0.47
176,2,0.58,0.79,1,0.76,0.83,0.9,0.94,0.94,1,0.84,0.74,1,570.6363636,584,468.4,570.1538462,563.0666667,442.2777778,552.625,525.875,449.1,551,568.5294118,513.0833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0.052631579,0,0,0.63,0.71,0.75,0.53,0.78,0.5,0.41,0.82,0.45,0.47,0.65,0.42,0,0,0.62,0.584444444,0.62
177,2,0.84,0.72,0.71,0.74,0.86,0.77,0.71,0.71,0.53,0.5,0.5,0.89,732.875,676.7692308,534.4166667,644.4285714,570.75,619.1176471,712.5,659.9333333,669,698.2222222,789.1111111,656.0625,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0.58,0.78,0.53,0.47,0.71,0.5,0.29,0.43,0.33,0.61,0.39,0.61,0,0.003333333,0.54,0.512222222,0.5
178,2,0.39,0.45,0.65,0.73,0.72,0.69,0.56,0.59,0.89,0.81,0.6,0.71,575,581.2222222,486.4,600.125,651.9230769,593.1111111,614.5,670.4,614.9375,586.3076923,537.6666667,640.9411765,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.0625,0,0,0.5,0.65,0.47,0.55,0.78,0.46,0.56,0.41,0.28,0.44,0.53,0.42,0,0.003333333,0.52,0.498888889,0.516666667
179,2,0.9,0.9,1,0.64,0.88,0.95,0.91,0.75,1,0.88,0.85,0.96,716.8333333,791.9444444,596.5714286,750.4285714,759.0952381,657.4444444,833.5714286,829.5833333,612.1428571,842.5,738.2727273,687.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0.45,0.4,0.36,0.64,0.42,0.53,0.48,0.56,0.5,0.5,0.38,0.54,0,0,0.456666667,0.487777778,0.495
